tokenID,name,description,file_name,external_url,attributes[Tier]
205,Xray Technician Rat,"Peeking behind the pantry doors, X-ray Technician Rat is the seer of the snacks",205.png,https://rats.casa/rat/205.png,Common
206,Yodeler Rat,"Echoing through the pipes with melodious calls, Yodeler Rat is the voice of the vents",206.png,https://rats.casa/rat/206.png,Common
207,Zoographer Rat,"Drawing the creatures of crumb-filled landscapes, Zoographer Rat is the recorder of the rodent realm",207.png,https://rats.casa/rat/207.png,Common
208,Aerialist Rat,"Soaring on strings in the lamplight, Aerialist Rat is the high-flyer of the high wires",208.png,https://rats.casa/rat/208.png,Common
209,Gardener Rat,"Tending to minuscule mushroom gardens, Gardener Rat cultivates the rarest molds",209.png,https://rats.casa/rat/209.png,Common
210,Crooner Rat,"Melting hearts with moonlit serenades, Crooner Rat is the velvet voice of the verandas",210.png,https://rats.casa/rat/210.png,Common
211,Drum Major Rat,"Leading parades with a baton tail, Drum Major Rat is the maestro of the march",211.png,https://rats.casa/rat/211.png,Common
212,Ethologist Rat,"Observing the customs of kitchen critters, Ethologist Rat is the cultural critic of critter conduct",212.png,https://rats.casa/rat/212.png,Common
213,Freerunner Rat,"Vaulting over vinegar bottles, Freerunner Rat is the acrobat of the alleys",213.png,https://rats.casa/rat/213.png,Common
214,Geographer Rat,"Mapping the contours of countertops, Geographer Rat is the surveyor of the surfaces",214.png,https://rats.casa/rat/214.png,Common
215,Horologist Rat,"Keeping time with tick-tocking tail, Horologist Rat is the timekeeper of the twilight",215.png,https://rats.casa/rat/215.png,Common
216,Iron Chef Rat,"Competing in the cutthroat kitchen contests, Iron Chef Rat is the culinary combatant",216.png,https://rats.casa/rat/216.png,Common
217,Javelin Thrower Rat,"Launching toothpicks over tin cans, Javelin Thrower Rat is the Olympian of the obstacles",217.png,https://rats.casa/rat/217.png,Common
218,Kung Fu Master Rat,"Displaying high-flying kicks and punches, Kung Fu Master Rat is the protector of the pantry",218.png,https://rats.casa/rat/218.png,Common
219,Lumber Rat,"Chopping matchsticks with mighty incisors, Lumber Rat is the timber titan of the toothpick forest",219.png,https://rats.casa/rat/219.png,Common
220,Mountebank Rat,"Dealing in trinkets and trash, Mountebank Rat is the trader of the treasures",220.png,https://rats.casa/rat/220.png,Common
221,Naturalist Rat,"Chronicling the lives of urban wildlife, Naturalist Rat is the documentarian of the dusk",221.png,https://rats.casa/rat/221.png,Common
222,Ophthalmologist Rat,"Ensuring every rodent sees the cheese at the end of the maze, Ophthalmologist Rat is the vision virtuoso",222.png,https://rats.casa/rat/222.png,Common
223,Pugilist Rat,"Ducking and weaving in bottle cap boxing rings, Pugilist Rat is the contender of the cardboard",223.png,https://rats.casa/rat/223.png,Common
224,Quicksilver Rat,"Dashing daringly through the danger, Quicksilver Rat is the swift shadow of the shelves",224.png,https://rats.casa/rat/224.png,Common
225,Ringleader Rat,"Commanding the circus of city creatures, Ringleader Rat is the orchestrator of the organized chaos",225.png,https://rats.casa/rat/225.png,Common
226,Swashbuckler Rat,"Dueling with toothpick swords, Swashbuckler Rat is the buccaneer of the baseboards",226.png,https://rats.casa/rat/226.png,Common
227,Trapeze Artist Rat,"Flying through the air with the greatest of ease, Trapeze Artist Rat is the darling of the drapes",227.png,https://rats.casa/rat/227.png,Common
228,Upholder Rat,"Maintaining the moral fiber of the foragers, Upholder Rat is the exemplar of the ethical",228.png,https://rats.casa/rat/228.png,Common
229,Venturer Rat,"Braving the wilds beyond the wall, Venturer Rat is the pioneer of the passageways",229.png,https://rats.casa/rat/229.png,Common
230,Whittler Rat,"Carving trinkets from twigs and trash, Whittler Rat is the sculptor of the scraps",230.png,https://rats.casa/rat/230.png,Common
231,Xenologist Rat,"Delving into the culture of kitchen dwellers, Xenologist Rat is the anthropologist of the appliances",231.png,https://rats.casa/rat/231.png,Common
232,Navigator Rat,"With ancient star maps, Navigator Rat plots courses across the bubbly sea of the bathtub",232.png,https://rats.casa/rat/232.png,Common
233,Zither Player Rat,"Strumming strings stretched over sardine cans, Zither Player Rat is the musician of the melodious metal",233.png,https://rats.casa/rat/233.png,Common
234,Alpinist Rat,"Scaling the sheer faces of cupboard cliffs, Alpinist Rat is the climber of the crags",234.png,https://rats.casa/rat/234.png,Common
235,Netrunner Rat,"Diving into the digital depths of discarded devices, Netrunner Rat is the hacker of the hardware",235.png,https://rats.casa/rat/235.png,Rare
236,Fixer Rat,"Brokering deals and patching up alliances, Fixer Rat is the wheeler-dealer of the wires",236.png,https://rats.casa/rat/236.png,Common
237,Merc Rat,"Armed with toothpick crossbows, Merc Rat is the hired paw of the underground",237.png,https://rats.casa/rat/237.png,Common
238,Ripperdoc Rat,"Installing cybernetic enhancements with microchips and LEDs, Ripperdoc Rat is the surgeon of the circuitry",238.png,https://rats.casa/rat/238.png,Common
239,Corporate Rat,"Climbing the ladder of mini conglomerates, Corporate Rat is the mogul of the minuscule megacorps",239.png,https://rats.casa/rat/239.png,Common
240,Tech Rat,"Rigging up gadgets from e-waste, Tech Rat is the inventor of the improvised",240.png,https://rats.casa/rat/240.png,Common
241,Solo Rat,"A lone warrior in the alleyways, Solo Rat is the silent sentinel of the shadows",241.png,https://rats.casa/rat/241.png,Common
242,Nomad Rat,"Roaming the outskirts with a pack of wanderers, Nomad Rat is the seeker of the streets",242.png,https://rats.casa/rat/242.png,Common
243,Joytoy Rat,"Offering escapism in exchange for scraps, Joytoy Rat is the pleasure provider of the pipelines",243.png,https://rats.casa/rat/243.png,Common
244,Rockerboy Rat,"Strumming a tune on stringed bottle caps, Rockerboy Rat is the rebel with a cause",244.png,https://rats.casa/rat/244.png,Common
245,Media Rat,"Broadcasting the truth from tiny radio sets, Media Rat is the voice of the voiceless",245.png,https://rats.casa/rat/245.png,Common
246,Lawman Rat,"Upholding order with a badge and a pebble pistol, Lawman Rat is the enforcer of the equitable",246.png,https://rats.casa/rat/246.png,Common
247,Exec Rat,"Commanding respect in boardrooms made of matchboxes, Exec Rat is the decision-maker of the diminutive domain",247.png,https://rats.casa/rat/247.png,Common
248,MaxTac Rat,"Suited in bottle armor and leading the charge, MaxTac Rat is the elite operative in rodent raids",248.png,https://rats.casa/rat/248.png,Common
249,Netwatch Rat,"Guarding the net against intrusions, Netwatch Rat is the defender of the data",249.png,https://rats.casa/rat/249.png,Common
250,Moxes Rat,"Defending the marginalized of the mouseholes, Moxes Rat is the guardian of the gutter",250.png,https://rats.casa/rat/250.png,Common
251,Scavenger Rat,"Scouring through scraps to find valuable tech, Scavenger Rat is the collector of the cybernetic treasure",251.png,https://rats.casa/rat/251.png,Common
252,Braindance Editor Rat,"Cutting and splicing memories for others to experience, Braindance Editor Rat is the director of dreams",252.png,https://rats.casa/rat/252.png,Common
253,Cyberpsycho Rat,"Pushed to the edge with too many chips, Cyberpsycho Rat is the unpredictable",253.png,https://rats.casa/rat/253.png,Common
254,Doll Rat,"Mastering the art of disguise and intrigue, Doll Rat is the seducer of the sectors",254.png,https://rats.casa/rat/254.png,Common
255,Gangoon Rat,"Running with the toughest crews, Gangoon Rat is the brawler of the backstreets",255.png,https://rats.casa/rat/255.png,Common
